[2022-07-09 21:33:57] COMMAND: train_auto.py -name walking_cmd_2_com -input_dims 10
[2022-07-09 21:33:57] Arguments: {'learning_rate': 0.001, 'dropout_prob': 0.2, 'l2': 0, 'max_epoch': 20, 'data_dir': ['./data/sets/walking_cmd_2_com_x.csv', './data/sets/walking_cmd_2_com_y.csv'], 'batch_size': 100, 'save_dir': './kernel/results/walking_cmd_2_com', 'log_file': './kernel/results/walking_cmd_2_com/training_logs.out', 'model_file': './kernel/results/walking_cmd_2_com/checkpoint_best.pt', 'device': device(type='cuda', index=0), 'mode': 'rollout-training', 'seed': None, 'decay_rate': 0.8}
[2022-07-09 21:33:57] Commencing training!
[2022-07-09 21:36:22] Epoch 000: loss 0.01096 | lr 5.341e-08 | validation_loss 1.678e-07
[2022-07-09 21:38:15] Epoch 000: loss 0.005169 | lr 5.341e-08 | validation_loss 1.58e-07
[2022-07-09 21:40:07] Epoch 000: loss 0.004903 | lr 5.341e-08 | validation_loss 1.199e-07
[2022-07-09 21:42:00] Epoch 000: loss 0.004747 | lr 5.341e-08 | validation_loss 1.198e-07
[2022-07-09 21:43:52] Epoch 000: loss 0.004628 | lr 5.341e-08 | validation_loss 1.255e-07
[2022-07-09 21:45:44] Epoch 000: loss 0.004549 | lr 5.341e-08 | validation_loss 1.091e-07
[2022-07-09 21:47:37] Epoch 000: loss 0.004481 | lr 5.341e-08 | validation_loss 1.008e-07
[2022-07-09 21:49:29] Epoch 000: loss 0.004436 | lr 5.341e-08 | validation_loss 9.809e-08
[2022-07-09 21:51:22] Epoch 000: loss 0.004399 | lr 5.341e-08 | validation_loss 1.068e-07
[2022-07-09 21:53:14] Epoch 000: loss 0.004371 | lr 5.341e-08 | validation_loss 9.592e-08
[2022-07-09 21:55:07] Epoch 000: loss 0.004336 | lr 5.341e-08 | validation_loss 8.881e-08
[2022-07-09 21:57:00] Epoch 000: loss 0.004311 | lr 5.341e-08 | validation_loss 8.452e-08
[2022-07-09 21:58:52] Epoch 000: loss 0.004294 | lr 5.341e-08 | validation_loss 9.312e-08
[2022-07-09 22:00:45] Epoch 000: loss 0.004282 | lr 5.341e-08 | validation_loss 8.836e-08
[2022-07-09 22:02:38] Epoch 000: loss 0.004276 | lr 5.341e-08 | validation_loss 9.122e-08
[2022-07-09 22:04:31] Epoch 000: loss 0.004257 | lr 5.341e-08 | validation_loss 9.101e-08
[2022-07-09 22:06:24] Epoch 000: loss 0.004261 | lr 5.341e-08 | validation_loss 8.268e-08
[2022-07-09 22:08:16] Epoch 000: loss 0.004255 | lr 5.341e-08 | validation_loss 8.135e-08
[2022-07-09 22:10:09] Epoch 000: loss 0.004252 | lr 5.341e-08 | validation_loss 8.868e-08
[2022-07-09 22:12:01] Epoch 000: loss 0.004249 | lr 5.341e-08 | validation_loss 8.811e-08
[2022-07-09 22:13:53] Epoch 000: loss 0.004242 | lr 5.341e-08 | validation_loss 8.316e-08
[2022-07-09 22:15:46] Epoch 000: loss 0.004235 | lr 5.341e-08 | validation_loss 8.497e-08
[2022-07-09 22:17:38] Epoch 000: loss 0.004235 | lr 5.341e-08 | validation_loss 8.95e-08
[2022-07-09 22:19:32] Epoch 000: loss 0.004239 | lr 5.341e-08 | validation_loss 9.013e-08
[2022-07-09 22:21:25] Epoch 000: loss 0.004233 | lr 5.341e-08 | validation_loss 8.408e-08
[2022-07-09 22:23:17] Epoch 000: loss 0.004228 | lr 5.341e-08 | validation_loss 8.16e-08
[2022-07-09 22:25:10] Epoch 000: loss 0.00423 | lr 5.341e-08 | validation_loss 8.384e-08
