[2022-07-11 10:52:53] COMMAND: train_auto.py -name walking_cmd_25_com -input_dims 10
[2022-07-11 10:52:53] Arguments: {'learning_rate': 0.001, 'dropout_prob': 0.2, 'l2': 0, 'max_epoch': 20, 'data_dir': ['./data/sets/walking_cmd_25_com_x.csv', './data/sets/walking_cmd_25_com_y.csv'], 'batch_size': 100, 'save_dir': './kernel/results/walking_cmd_25_com', 'log_file': './kernel/results/walking_cmd_25_com/training_logs.out', 'model_file': './kernel/results/walking_cmd_25_com/checkpoint_best.pt', 'device': device(type='cuda', index=0), 'mode': 'rollout-training', 'seed': None, 'decay_rate': 0.8}
[2022-07-11 10:52:53] Commencing training!
[2022-07-11 10:55:22] Epoch 000: loss 0.0118 | lr 5.412e-08 | validation_loss 2.078e-07
[2022-07-11 10:57:18] Epoch 000: loss 0.005895 | lr 5.412e-08 | validation_loss 1.846e-07
[2022-07-11 10:59:13] Epoch 000: loss 0.005599 | lr 5.412e-08 | validation_loss 1.47e-07
[2022-07-11 11:01:09] Epoch 000: loss 0.005429 | lr 5.412e-08 | validation_loss 1.564e-07
[2022-07-11 11:03:05] Epoch 000: loss 0.005305 | lr 5.412e-08 | validation_loss 1.414e-07
[2022-07-11 11:05:02] Epoch 000: loss 0.00521 | lr 5.412e-08 | validation_loss 1.373e-07
[2022-07-11 11:06:56] Epoch 000: loss 0.005128 | lr 5.412e-08 | validation_loss 1.478e-07
[2022-07-11 11:08:54] Epoch 000: loss 0.005074 | lr 5.412e-08 | validation_loss 1.226e-07
[2022-07-11 11:10:50] Epoch 000: loss 0.005037 | lr 5.412e-08 | validation_loss 1.192e-07
[2022-07-11 11:12:45] Epoch 000: loss 0.004998 | lr 5.412e-08 | validation_loss 1.236e-07
[2022-07-11 11:14:34] Epoch 000: loss 0.004967 | lr 5.412e-08 | validation_loss 1.093e-07
[2022-07-11 11:16:21] Epoch 000: loss 0.004943 | lr 5.412e-08 | validation_loss 1.122e-07
[2022-07-11 11:18:08] Epoch 000: loss 0.004935 | lr 5.412e-08 | validation_loss 1.112e-07
[2022-07-11 11:19:55] Epoch 000: loss 0.004917 | lr 5.412e-08 | validation_loss 1.084e-07
[2022-07-11 11:21:48] Epoch 000: loss 0.004912 | lr 5.412e-08 | validation_loss 1.095e-07
[2022-07-11 11:23:49] Epoch 000: loss 0.004896 | lr 5.412e-08 | validation_loss 1.093e-07
[2022-07-11 11:25:52] Epoch 000: loss 0.00489 | lr 5.412e-08 | validation_loss 1.093e-07
[2022-07-11 11:27:48] Epoch 000: loss 0.004884 | lr 5.412e-08 | validation_loss 1.047e-07
[2022-07-11 11:29:44] Epoch 000: loss 0.004877 | lr 5.412e-08 | validation_loss 1.102e-07
[2022-07-11 11:31:40] Epoch 000: loss 0.004882 | lr 5.412e-08 | validation_loss 1.062e-07
[2022-07-11 11:33:35] Epoch 000: loss 0.004868 | lr 5.412e-08 | validation_loss 1.096e-07
[2022-07-11 11:35:21] Epoch 000: loss 0.004867 | lr 5.412e-08 | validation_loss 1.1e-07
[2022-07-11 11:37:06] Epoch 000: loss 0.004866 | lr 5.412e-08 | validation_loss 1.071e-07
[2022-07-11 11:38:52] Epoch 000: loss 0.004867 | lr 5.412e-08 | validation_loss 1.119e-07
[2022-07-11 11:40:40] Epoch 000: loss 0.004857 | lr 5.412e-08 | validation_loss 1.107e-07
[2022-07-11 11:42:34] Epoch 000: loss 0.004862 | lr 5.412e-08 | validation_loss 1.047e-07
[2022-07-11 11:44:31] Epoch 000: loss 0.004864 | lr 5.412e-08 | validation_loss 1.108e-07
